AIRPORT,APT_COUNTRY,APT_NAME,DATE_FROM,FORMAT
LPPR,Portugal,Porto,201801,IR390
LPPR,Portugal,Porto,201802,IR390
LPPR,Portugal,Porto,201803,IR390
LPPR,Portugal,Porto,201804,IR390
LPPR,Portugal,Porto,201805,IR390
LPPR,Portugal,Porto,201806,IR390
LPPR,Portugal,Porto,201807,IR390
LPPR,Portugal,Porto,201808,IR390
LPPR,Portugal,Porto,201809,IR390
LPPR,Portugal,Porto,201810,IR390
LPPR,Portugal,Porto,201811,IR390
LPPR,Portugal,Porto,201812,IR390
LPPR,Portugal,Porto,201901,IR390
LPPR,Portugal,Porto,201902,IR390
LPPR,Portugal,Porto,201903,IR390
LPPT,Portugal,Lisbon,201501,IR691
LPPT,Portugal,Lisbon,201502,IR691
LPPT,Portugal,Lisbon,201503,IR691
LPPT,Portugal,Lisbon,201504,IR691
LPPT,Portugal,Lisbon,201505,IR691
LPPT,Portugal,Lisbon,201506,IR691
LPPT,Portugal,Lisbon,201507,IR691
LPPT,Portugal,Lisbon,201508,IR691
LPPT,Portugal,Lisbon,201509,IR691
LPPT,Portugal,Lisbon,201510,IR691
LPPT,Portugal,Lisbon,201511,IR691
LPPT,Portugal,Lisbon,201512,IR691
LPPT,Portugal,Lisbon,201601,IR691
LPPT,Portugal,Lisbon,201602,IR691
LPPT,Portugal,Lisbon,201603,IR691
LPPT,Portugal,Lisbon,201604,IR691
LPPT,Portugal,Lisbon,201605,IR691
LPPT,Portugal,Lisbon,201606,IR691
LPPT,Portugal,Lisbon,201607,IR691
LPPT,Portugal,Lisbon,201608,IR691
LPPT,Portugal,Lisbon,201609,IR691
LPPT,Portugal,Lisbon,201610,IR691
LPPT,Portugal,Lisbon,201611,IR390
LPPT,Portugal,Lisbon,201612,IR390
LPPT,Portugal,Lisbon,201701,IR390
LPPT,Portugal,Lisbon,201702,IR390
LPPT,Portugal,Lisbon,201703,IR390
LPPT,Portugal,Lisbon,201704,IR390
LPPT,Portugal,Lisbon,201705,IR390
LPPT,Portugal,Lisbon,201706,IR390
LPPT,Portugal,Lisbon,201707,IR390
LPPT,Portugal,Lisbon,201708,IR390
LPPT,Portugal,Lisbon,201709,IR390
LPPT,Portugal,Lisbon,201710,IR390
LPPT,Portugal,Lisbon,201711,IR390
LPPT,Portugal,Lisbon,201712,IR390
LPPT,Portugal,Lisbon,201801,IR390
LPPT,Portugal,Lisbon,201802,IR390
LPPT,Portugal,Lisbon,201803,IR390
LPPT,Portugal,Lisbon,201804,IR390
LPPT,Portugal,Lisbon,201805,IR390
LPPT,Portugal,Lisbon,201806,IR390
LPPT,Portugal,Lisbon,201807,IR390
LPPT,Portugal,Lisbon,201808,IR390
LPPT,Portugal,Lisbon,201809,IR390
LPPT,Portugal,Lisbon,201810,IR390
LPPT,Portugal,Lisbon,201811,IR390
LPPT,Portugal,Lisbon,201812,IR390
LPPT,Portugal,Lisbon,201901,IR390
LPPT,Portugal,Lisbon,201902,IR390
LPPT,Portugal,Lisbon,201903,IR390
LROP,Romania,Bucharest/ Otopeni,201501,IR691
LROP,Romania,Bucharest/ Otopeni,201502,IR691
LROP,Romania,Bucharest/ Otopeni,201503,IR691
LROP,Romania,Bucharest/ Otopeni,201504,IR691
LROP,Romania,Bucharest/ Otopeni,201505,IR691
LROP,Romania,Bucharest/ Otopeni,201506,IR691
LROP,Romania,Bucharest/ Otopeni,201507,IR691
LROP,Romania,Bucharest/ Otopeni,201508,IR691
LROP,Romania,Bucharest/ Otopeni,201509,IR691
LROP,Romania,Bucharest/ Otopeni,201510,IR691
LROP,Romania,Bucharest/ Otopeni,201511,IR691
LROP,Romania,Bucharest/ Otopeni,201512,IR691
LROP,Romania,Bucharest/ Otopeni,201601,IR691
LROP,Romania,Bucharest/ Otopeni,201602,IR691
LROP,Romania,Bucharest/ Otopeni,201603,IR691
LROP,Romania,Bucharest/ Otopeni,201604,IR691
LROP,Romania,Bucharest/ Otopeni,201605,IR691
LROP,Romania,Bucharest/ Otopeni,201606,IR691
LROP,Romania,Bucharest/ Otopeni,201607,IR691
LROP,Romania,Bucharest/ Otopeni,201608,IR691
LROP,Romania,Bucharest/ Otopeni,201609,IR691
LROP,Romania,Bucharest/ Otopeni,201610,IR691
LROP,Romania,Bucharest/ Otopeni,201611,IR691
LROP,Romania,Bucharest/ Otopeni,201612,IR691
LROP,Romania,Bucharest/ Otopeni,201701,IR691
LROP,Romania,Bucharest/ Otopeni,201702,IR691
LROP,Romania,Bucharest/ Otopeni,201703,IR691
LROP,Romania,Bucharest/ Otopeni,201704,IR691
LROP,Romania,Bucharest/ Otopeni,201705,IR691
LROP,Romania,Bucharest/ Otopeni,201706,IR691
LROP,Romania,Bucharest/ Otopeni,201707,IR691
LROP,Romania,Bucharest/ Otopeni,201708,IR691
LROP,Romania,Bucharest/ Otopeni,201709,IR691
LROP,Romania,Bucharest/ Otopeni,201710,IR691
LROP,Romania,Bucharest/ Otopeni,201711,IR691
LROP,Romania,Bucharest/ Otopeni,201712,IR691
LROP,Romania,Bucharest/ Otopeni,201801,IR691
LROP,Romania,Bucharest/ Otopeni,201802,IR691
LROP,Romania,Bucharest/ Otopeni,201803,IR691
LROP,Romania,Bucharest/ Otopeni,201804,IR691
LROP,Romania,Bucharest/ Otopeni,201805,IR691
LROP,Romania,Bucharest/ Otopeni,201806,IR691
LROP,Romania,Bucharest/ Otopeni,201807,IR390
LROP,Romania,Bucharest/ Otopeni,201808,IR390
LROP,Romania,Bucharest/ Otopeni,201809,IR390
LROP,Romania,Bucharest/ Otopeni,201810,IR390
LROP,Romania,Bucharest/ Otopeni,201811,IR390
LROP,Romania,Bucharest/ Otopeni,201812,IR390
LROP,Romania,Bucharest/ Otopeni,201901,IR390
LROP,Romania,Bucharest/ Otopeni,201902,IR390
LROP,Romania,Bucharest/ Otopeni,201903,IR390
LSGG,Switzerland,Geneva,201501,IR390
LSGG,Switzerland,Geneva,201502,IR390
LSGG,Switzerland,Geneva,201503,IR390
LSGG,Switzerland,Geneva,201504,IR390
LSGG,Switzerland,Geneva,201505,IR390
LSGG,Switzerland,Geneva,201506,IR390
LSGG,Switzerland,Geneva,201507,IR390
LSGG,Switzerland,Geneva,201508,IR390
LSGG,Switzerland,Geneva,201509,IR390
LSGG,Switzerland,Geneva,201510,IR390
LSGG,Switzerland,Geneva,201511,IR390
LSGG,Switzerland,Geneva,201512,IR390
LSGG,Switzerland,Geneva,201601,IR390
LSGG,Switzerland,Geneva,201602,IR390
LSGG,Switzerland,Geneva,201603,IR390
LSGG,Switzerland,Geneva,201604,IR390
LSGG,Switzerland,Geneva,201605,IR390
LSGG,Switzerland,Geneva,201606,IR390
LSGG,Switzerland,Geneva,201607,IR390
LSGG,Switzerland,Geneva,201608,IR390
LSGG,Switzerland,Geneva,201609,IR390
LSGG,Switzerland,Geneva,201610,IR390
LSGG,Switzerland,Geneva,201611,IR390
LSGG,Switzerland,Geneva,201612,IR390
LSGG,Switzerland,Geneva,201701,IR390
LSGG,Switzerland,Geneva,201702,IR390
LSGG,Switzerland,Geneva,201703,IR390
LSGG,Switzerland,Geneva,201704,IR390
LSGG,Switzerland,Geneva,201705,IR390
LSGG,Switzerland,Geneva,201706,IR390
LSGG,Switzerland,Geneva,201707,IR390
LSGG,Switzerland,Geneva,201708,IR390
LSGG,Switzerland,Geneva,201709,IR390
LSGG,Switzerland,Geneva,201710,IR390
LSGG,Switzerland,Geneva,201711,IR390
LSGG,Switzerland,Geneva,201712,IR390
LSGG,Switzerland,Geneva,201801,IR390
LSGG,Switzerland,Geneva,201802,IR390
LSGG,Switzerland,Geneva,201803,IR390
LSGG,Switzerland,Geneva,201804,IR390
LSGG,Switzerland,Geneva,201805,IR390
LSGG,Switzerland,Geneva,201806,IR390
LSGG,Switzerland,Geneva,201807,IR390
LSGG,Switzerland,Geneva,201808,IR390
LSGG,Switzerland,Geneva,201809,IR390
LSGG,Switzerland,Geneva,201810,IR390
LSGG,Switzerland,Geneva,201811,IR390
LSGG,Switzerland,Geneva,201812,IR390
LSGG,Switzerland,Geneva,201901,IR390
LSGG,Switzerland,Geneva,201902,IR390
LSGG,Switzerland,Geneva,201903,IR390
LSZH,Switzerland,Zürich,201501,IR390
LSZH,Switzerland,Zürich,201502,IR390
LSZH,Switzerland,Zürich,201503,IR390
LSZH,Switzerland,Zürich,201504,IR390
LSZH,Switzerland,Zürich,201505,IR390
LSZH,Switzerland,Zürich,201506,IR390
LSZH,Switzerland,Zürich,201507,IR390
LSZH,Switzerland,Zürich,201508,IR390
LSZH,Switzerland,Zürich,201509,IR390
LSZH,Switzerland,Zürich,201510,IR390
LSZH,Switzerland,Zürich,201511,IR390
LSZH,Switzerland,Zürich,201512,IR390
LSZH,Switzerland,Zürich,201601,IR390
LSZH,Switzerland,Zürich,201602,IR390
LSZH,Switzerland,Zürich,201603,IR390
LSZH,Switzerland,Zürich,201604,IR390
LSZH,Switzerland,Zürich,201605,IR390
LSZH,Switzerland,Zürich,201606,IR390
LSZH,Switzerland,Zürich,201607,IR390
LSZH,Switzerland,Zürich,201608,IR390
LSZH,Switzerland,Zürich,201609,IR390
LSZH,Switzerland,Zürich,201610,IR390
LSZH,Switzerland,Zürich,201611,IR390
LSZH,Switzerland,Zürich,201612,IR390
LSZH,Switzerland,Zürich,201701,IR390
LSZH,Switzerland,Zürich,201702,IR390
LSZH,Switzerland,Zürich,201703,IR390
LSZH,Switzerland,Zürich,201704,IR390
LSZH,Switzerland,Zürich,201705,IR390
LSZH,Switzerland,Zürich,201706,IR390
LSZH,Switzerland,Zürich,201707,IR390
LSZH,Switzerland,Zürich,201708,IR390
LSZH,Switzerland,Zürich,201709,IR390
LSZH,Switzerland,Zürich,201710,IR390
LSZH,Switzerland,Zürich,201711,IR390
LSZH,Switzerland,Zürich,201712,IR390
LSZH,Switzerland,Zürich,201801,IR390
LSZH,Switzerland,Zürich,201802,IR390
LSZH,Switzerland,Zürich,201803,IR390
LSZH,Switzerland,Zürich,201804,IR390
LSZH,Switzerland,Zürich,201805,IR390
LSZH,Switzerland,Zürich,201806,IR390
LSZH,Switzerland,Zürich,201807,IR390
LSZH,Switzerland,Zürich,201808,IR390
LSZH,Switzerland,Zürich,201809,IR390
LSZH,Switzerland,Zürich,201810,IR390
LSZH,Switzerland,Zürich,201811,IR390
LSZH,Switzerland,Zürich,201812,IR390
LSZH,Switzerland,Zürich,201901,IR390
LSZH,Switzerland,Zürich,201902,IR390
LSZH,Switzerland,Zürich,201903,IR390
LZIB,Slovakia,Bratislava,201501,IR691
LZIB,Slovakia,Bratislava,201502,IR691
LZIB,Slovakia,Bratislava,201503,IR691
LZIB,Slovakia,Bratislava,201504,IR691
LZIB,Slovakia,Bratislava,201505,IR691
LZIB,Slovakia,Bratislava,201506,IR691
LZIB,Slovakia,Bratislava,201507,IR691
LZIB,Slovakia,Bratislava,201508,IR691
LZIB,Slovakia,Bratislava,201509,IR691
LZIB,Slovakia,Bratislava,201510,IR691
LZIB,Slovakia,Bratislava,201511,IR691
LZIB,Slovakia,Bratislava,201512,IR691
LZIB,Slovakia,Bratislava,201601,IR691
LZIB,Slovakia,Bratislava,201602,IR691
LZIB,Slovakia,Bratislava,201603,IR691
LZIB,Slovakia,Bratislava,201604,IR691
LZIB,Slovakia,Bratislava,201605,IR691
LZIB,Slovakia,Bratislava,201606,IR691
LZIB,Slovakia,Bratislava,201607,IR691
LZIB,Slovakia,Bratislava,201608,IR691
LZIB,Slovakia,Bratislava,201609,IR691
LZIB,Slovakia,Bratislava,201610,IR691
LZIB,Slovakia,Bratislava,201611,IR691
LZIB,Slovakia,Bratislava,201612,IR691
LZIB,Slovakia,Bratislava,201701,IR691
LZIB,Slovakia,Bratislava,201702,IR691
LZIB,Slovakia,Bratislava,201703,IR691
LZIB,Slovakia,Bratislava,201704,IR691
LZIB,Slovakia,Bratislava,201705,IR691
LZIB,Slovakia,Bratislava,201706,IR691
LZIB,Slovakia,Bratislava,201707,IR691
LZIB,Slovakia,Bratislava,201708,IR691
LZIB,Slovakia,Bratislava,201709,IR691
LZIB,Slovakia,Bratislava,201710,IR691
LZIB,Slovakia,Bratislava,201711,IR691
LZIB,Slovakia,Bratislava,201712,IR691
LZIB,Slovakia,Bratislava,201801,IR691
LZIB,Slovakia,Bratislava,201802,IR691
LZIB,Slovakia,Bratislava,201803,IR691
LZIB,Slovakia,Bratislava,201804,IR691
LZIB,Slovakia,Bratislava,201805,IR691
LZIB,Slovakia,Bratislava,201806,IR691
LZIB,Slovakia,Bratislava,201807,IR390
LZIB,Slovakia,Bratislava,201808,IR390
LZIB,Slovakia,Bratislava,201809,IR390
LZIB,Slovakia,Bratislava,201810,IR390
LZIB,Slovakia,Bratislava,201811,IR390
LZIB,Slovakia,Bratislava,201812,IR390
LZIB,Slovakia,Bratislava,201901,IR390
LZIB,Slovakia,Bratislava,201902,IR390
LZIB,Slovakia,Bratislava,201903,IR390
