ANSP_NAME,PRU_ATC_TYPE,AUA_CODE,AUA_NAME
DSNA,APP,LFBZTMA,BIARRITZ SIV
DSNA,ACC,LFEECTA,REIMS ACC
DSNA,ACC,LFFFCTA,PARIS W+E+TMA
DSNA,APP,LFJLTMA,APP METZ-NANCY
DSNA,APP,LFKBTMA,BASTIA FIC
DSNA,APP,LFKJTMA,AJACCIO FIC
DSNA,APP,LFLBTMA,APP CHAMBERY
DSNA,APP,LFLCCTA,CLERMONT SIV
DSNA,APP,LFLLTMA,APP LYON
DSNA,APP,LFLNTMA,SAINT YAN TMA
DSNA,APP,LFMLTMA,APP MARSEILLE
DSNA,ACC,LFMMCTA,MARSEILLE ACC
DSNA,APP,LFMNFCTA,NICE SECTORS
DSNA,APP,LFMTTMA,MONTPELLIER TMA
DSNA,APP,LFOBTMA,BEAUVAIS APP
DSNA,APP,LFOPTMA,ROUEN BOOS
DSNA,APP,LFPMTMA,SEINE APPROACH
DSNA,APP,LFQQTMA,LILLE FIC
DSNA,APP,LFRBTMA,APP BREST (IROISE)
DSNA,APP,LFRGTMA,DEAUVILLE FIC
DSNA,APP,LFRHTMA,LORIENT TMA
DSNA,APP,LFRNTMA,SIV RENNES
DSNA,ACC,LFRRCTA,BREST ACC
DSNA,APP,LFRSTMA,NANTES FIC
DSNA,APP,LFSBTMA,APP BALE-MULHOUSE
DSNA,APP,LFSTTMA,STRASBOURG APPROACH
HCAA,APP,LGAVTMA,ATHINAI APPROACH
HCAA,ACC,LGGGCTA,ATHINAI ACC
HCAA,APP,LGIRTMA,NIK KAZANTZAKIS APP
HCAA,APP,LGKRTMA,I KAPODISTRIAS APP
HCAA,ACC,LGMDCTA,MAKEDONIA ACC
HCAA,APP,LGRPTMA,RODOS TMA
HCAA,APP,LGTSTMA,MAKEDONIA APPROACH
HungaroControl (EC),APP,LHBPTMA,BUDAPEST APP
HungaroControl (EC),ACC,LHCCCTA,BUDAPEST ACC
ENAV,ACC,LIBBCTA,BRINDISI ACC
ENAV,APP,LIBDTMA,APULIA
ENAV,APP,LIBGCTR,GROTTAGLIE
ENAV,APP,LIBPCTR,PESCARA
ENAV,APP,LICACTR,LAMEZIA
ENAV,FIS,LICDCTR,LAMPEDUSA AFIS
ENAV,APP,LICGCTR,PANTELLERIA AFIS
ENAV,APP,LICJCTR,PALERMO/ PUNTA RAISI
ENAV,APP,LICRCTR,REGGIO CALABRIO
ENAV,APP,LIEACTR,ALGHERO
ENAV,APP,LIEOCTR,OLBIA
ENAV,APP,LIMFCTR,TORINO
ENAV,APP,LIMJCTR,GENOVA
ENAV,ACC,LIMMCTA,MILANO ACC
ENAV,APP,LIPECTR,BOLOGNA
ENAV,ACC,LIPPCTA,PADOVA ACC
ENAV,APP,LIPQCTR,RONCHI
ENAV,APP,LIPXCTR,VERONA
ENAV,APP,LIPYCTR,ANCONA
ENAV,APP,LIPZCTR,VENEZIA
ENAV,APP,LIRNCTR,NAPOLI
ENAV,APP,LIRQCTR,FIRENZE CTR
ENAV,ACC,LIRRCTA,ROMA ACC
ENAV,APP,LIRZCTR,PERUGIA CTR
Slovenia Control,APP,LJCECTR,CERKLJE
Slovenia Control,APP,LJCETMA,CERKLJE TMA
Slovenia Control,ACC,LJLABCTA,SAXFRA LAL
Slovenia Control,ACC,LJLACTA,LJUBLJANA ACC
Slovenia Control,APP,LJLJCTR,LJUBLJANA TWR
Slovenia Control,APP,LJMBATMA,MARIBOR
Slovenia Control,APP,LJMBBTMA,MARIBOR
Slovenia Control,APP,LJMBCTR,MARIBO TWR
Slovenia Control,APP,LJPZATMA,PORTOROZ
Slovenia Control,APP,LJPZBTMA,PORTOROZ
Slovenia Control,APP,LJPZCTMA,TMA PORTOROZ
Slovenia Control,APP,LJPZCTR,TWR PORTOROZ
ANS CR,ACC,LKAACTA,PRAHA CTA 095/125-305
ANS CR,APP,LKAAICTA,LKAARGA GND 095/125
ANS CR,ACC,LKAAUTA,PRAHA UTA FL 355-999
ANS CR,APP,LKPRTMA,PRAHA RUZYNE APP
MATS,APP,LMMLTMA,LUQA APP
MATS,ACC,LMMMCTA,MALTA ACC
Austro Control,ACC,LOVVCTA,WIEN ACC
Austro Control,APP,LOWGATMA,TMA GRAZ
Austro Control,APP,LOWGBTMA,TMA GRAZ LAL
Austro Control,APP,LOWIATMA,TMA INSBRUK
Austro Control,APP,LOWIBTMA,TMA INSBRUK
Austro Control,APP,LOWICTMA,TMA INSBRUK
Austro Control,APP,LOWKATMA,TMA KLAGENFURT
Austro Control,APP,LOWKBTMA,APPROACH CONTROL
Austro Control,APP,LOWLATMA,TMA LINZ
Austro Control,APP,LOWLBTMA,APPROACH CONTROL
Austro Control,APP,LOWSATMA,TMA SALSBOURG
Austro Control,APP,LOWSBTMA,APPROACH CONTROL
Austro Control,APP,LOWWATMA,APP WIEN
Austro Control,APP,LOWWBTMA,APP WIEN LAL
NAV Portugal,APP,LPAZTMA,SANTA MARIA APP
NAV Portugal (Continental),APP,LPFRTMA,FARO APP
NAV Portugal,APP,LPFRTMA,FARO APP
NAV Portugal,APP,LPMATMA,MADEIRA APP
NAV Portugal (Continental),APP,LPMATMA,MADEIRA APP
NAV Portugal (Continental),ACC,LPPCCTA,LISBON ACC/UAC
NAV Portugal,ACC,LPPCCTA,LISBON ACC/UAC
NAV Portugal,OAC,LPPOOCA,SANTA MARIA OCEANIC
NAV Portugal,APP,LPPRTMA,PORTO APP
NAV Portugal (Continental),APP,LPPRTMA,PORTO APP
ROMATSA,APP,LRARTMA,ARAD APPROACH
ROMATSA,ACC,LRBBCTA,BUCURESTI ACC
ROMATSA,APP,LRCKTMA,CONSTANTA APPROACH
ROMATSA,APP,LRCLTMA,NAPOC APPROACH
ROMATSA,APP,LROPTMA,BUCURESTI APPROACH
Skyguide,ACC,LSAGCTA,GENEVE ACC LOWER FL 000-245
Skyguide,FIS,LSAGICTA,GENEVA INFO
Skyguide,ACC,LSAGUTA,GENEVE ACC UPPER FL 245-999
Skyguide,ACC,LSAZCTA,ZURICH ACC
Skyguide,APP,LSAZFTMA,ARFA SECTOR
Skyguide,ACC,LSAZUTA,ZURICH ACC UPPER
Skyguide,APP,LSGGTMA,GENEVE APP
Skyguide,APP,LSGSCTR,SION CTR
Skyguide,APP,LSGSTMA,SION APP
Skyguide,APP,LSZATMA,APP LUGANO
Skyguide,APP,LSZBTMA,BERN APP
Skyguide,APP,LSZHTMA,ZUERICH APP
Skyguide,APP,LSZLTMA,APP LOCARNO
DHMI,ACC,LTAAECTA,ANKARA EAST SECTORS
DHMI,ACC,LTAANCTA,ANKARA NORTH SECTORS
DHMI,ACC,LTAASCTA,ANKARA SOUTH SECTORS
DHMI,ACC,LTAAWCTA,ANKARA WEST SECTORS
DHMI,APP,LTACTMA,ANKARA ESENBOGA APPROACH
DHMI,APP,LTAITMA,ANTALYA APPROACH
DHMI,APP,LTAJTMA,GAZIANTEP APP
DHMI,APP,LTALTMA,KASTAMONU TMA
DHMI,APP,LTAYTMA,CARDAK APP
DHMI,APP,LTAZTMA,TUZKOY APPROACH
DHMI,APP,LTBJTMA,MENDERES APPROACH
DHMI,APP,LTBOTMA,USAK APP
DHMI,APP,LTBSTMA,DALAMAN APPROACH
DHMI,APP,LTBZTMA,ZAFER APPROACH
DHMI,APP,LTCATMA,ELAZIG APP
DHMI,APP,LTCETMA,ERZURUM APP
DHMI,APP,LTCFTMA,APP KARS
DHMI,APP,LTCGTMA,TRABZON APPROACH
DHMI,APP,LTCITMA,VAN APP
DHMI,APP,LTCKTMA,MUS APPROACH
DHMI,APP,LTCMTMA,SINOP APP
DHMI,APP,LTCNTMA,KAHRAMANMARAS APP
DHMI,APP,LTCSTMA,GAP APP
DHMI,APP,LTCTTMA,IGDIR APPROACH
DHMI,APP,LTCUTMA,BINGOL TMA
DHMI,APP,LTCVTMA,SIRNAK TMA
DHMI,APP,LTFETMA,MILAS APP
DHMI,APP,LTFGTMA,GAZIPASA APPROACH
DHMI,APP,LTFHTMA,SAMSUN/CARSAMBA APP
DHMI,APP,LTFMTMA,NEW ISTANBUL TMA
MOLDATSA,APP,LUKKCTR,CHISINAU TOWER
MOLDATSA,APP,LUKKTMA,CHISINAU APPROACH
MOLDATSA,ACC,LUUUCTA,CHISINAU ACC
M-NAV,APP,LWSKTMA,TERMINAL SKOPJE
M-NAV,ACC,LWSSCTA,SKOPJE ACC
SMATSA,ACC,LYBACTA,BEOGRADE ACC
SMATSA,APP,LYBETMA,BEOGRAD
SMATSA,APP,LYBTTMA,BATAJNICA
SMATSA,APP,LYKVTMA,KRALJEVO
SMATSA,APP,LYNITMA,NIS
SMATSA,APP,LYPGTMA,PODGORCIA
PIA,APP,LYPRTMA,PRISTINA
SMATSA,APP,LYTVTMA,TIVAT
SMATSA,APP,LYUZTMA,UZICE
SMATSA,APP,LYVRTMA,VRSAC
LPS,ACC,LZBBCTA,BRATISLAVA ACC
LPS,APP,LZIBTMA,BRATISLAVA APP
LPS,APP,LZKZTMA,KOSICE APP
LPS,APP,LZPPTMA,PIESTANY APP
LPS,APP,LZPWCTR,PRESOV TOWER
LPS,APP,LZTTTMA,POPRAD TATRY APP
LPS,APP,LZZITMA,ZILINA APP
ARMATS,ACC,UDDDCTA,YEREVAN ACC
ARMATS,APP,UDSGTMA,GYUMRI APP
ARMATS,APP,UDYZTMA,YEREVAN APP
Sakaeronavigatsia,ACC,UGGGCTA,TBILISI ACC
Sakaeronavigatsia,APP,UGKOTMA,KUTAISI TMA
Sakaeronavigatsia,APP,UGSBTMA,BATUMI TMA
Sakaeronavigatsia,APP,UGTBTMA,TBILISI TMA
UkSATSE,ACC,UKBVCTA,KYIV ACC
UkSATSE,APP,UKBVTMA,KYIV TERMINAL CTRL
UkSATSE,APP,UKDDTMA,DNIPRO TMA
UkSATSE,APP,UKDETMA,ZAPORIZHZHIA TMA
UkSATSE,ACC,UKDV2CTA,DNIPRO ACC
UkSATSE,ACC,UKDV3CTA,DNIPRO ACC
UkSATSE,ACC,UKDVCTA,DNIPRO ACC
UkSATSE,APP,UKHHTMA,KHARKIV TMA
UkSATSE,APP,UKLITMA,UKLI APP
UkSATSE,APP,UKLNTMA,UKLN APP
UkSATSE,APP,UKLUTMA,UKLU APP
UkSATSE,ACC,UKLVCTA,UKLVACC
UkSATSE,APP,UKLVTMA,UKLV APP
UkSATSE,ACC,UKOV2CTA,ODESA2 ACC
UkSATSE,ACC,UKOVCTA,ODESA ACC
UkSATSE,APP,UKOVTMA,ODESA TC
